
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code
GO:0035690	cellular response to drug	IMP	
GO:0044119	growth of symbiont in host cell	IMP	
GO:0051301	cell division	IEA	

UniProt accession:Q2VLJ3
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009058	biosynthetic process	IEA	

UniProt accession:Q5AHA0
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0007165	signal transduction	IEA	
GO:0007234	osmosensory signaling via phosphorelay pathway	IBA	
GO:0009272	fungal-type cell wall biogenesis	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0016310	phosphorylation	IEA	
GO:0018106	peptidyl-histidine phosphorylation	IBA	
GO:0023014	signal transduction by phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IBA	
GO:0030447	filamentous growth	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0050765	negative regulation of phagocytosis	IMP	
GO:0051042	negative regulation of calcium-independent cell-cell adhesion	IMP	
GO:0071555	cell wall organization	IEA	
GO:0097308	cellular response to farnesol	IMP	
GO:1900231	regulation of single-species biofilm formation on inanimate substrate	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:Q96VU5
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q5J7N6
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:P87034
GO ID	Go Term	GO Evidence Code
GO:0001302	replicative cell aging	IEA	
GO:0006184	GTP catabolic process	IEA	
GO:0007124	pseudohyphal growth	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	
GO:0008361	regulation of cell size	IEA	
GO:0009757	hexose mediated signaling	IEA	
GO:0010255	glucose mediated signaling pathway	IEA	
GO:0019236	response to pheromone	IEA	

UniProt accession:I1RRB9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q59VF3
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IMP	
GO:0019740	nitrogen utilization	IMP	
GO:0043419	urea catabolic process	IMP	
GO:0071469	cellular response to alkaline pH	IMP	

UniProt accession:Q8P8Q1
GO ID	Go Term	GO Evidence Code
GO:0006011	UDP-glucose metabolic process	IEA	
GO:0009058	biosynthetic process	IEA	

UniProt accession:I1RF62
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q9HF03
GO ID	Go Term	GO Evidence Code
GO:0006396	RNA processing	IEA	
GO:0006397	mRNA processing	IEA	
GO:0008380	RNA splicing	IEA	

UniProt accession:Q6FTT1
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IMP	
GO:0006950	response to stress	IEA	
GO:0006970	response to osmotic stress	IEA	
GO:0009405	pathogenesis	IMP	
GO:0034599	cellular response to oxidative stress	IEA	
GO:0034599	cellular response to oxidative stress	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	IMP	

UniProt accession:B0RY65
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0018106	peptidyl-histidine phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:G4N5V2
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0043581	mycelium development	IEP	

UniProt accession:I1RE80
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:G4MU26
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:G4MRM6
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4NA54
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0045493	xylan catabolic process	IEA	

UniProt accession:J9MHC1
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:A7F6V9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:G4NDR3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:O34208
GO ID	Go Term	GO Evidence Code
GO:0006629	lipid metabolic process	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:Q705V7
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:P0CZ04
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0009405	pathogenesis	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:P46593
GO ID	Go Term	GO Evidence Code
GO:0007155	cell adhesion	IEA	
GO:0007155	cell adhesion	IMP	
GO:0009405	pathogenesis	IMP	
GO:0016337	single organismal cell-cell adhesion	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0043707	cell adhesion involved in single-species biofilm formation in or on host organism	IMP	
GO:0043708	cell adhesion involved in biofilm formation	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IGI	
GO:0044117	growth of symbiont in host	IMP	
GO:0044406	adhesion of symbiont to host	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	

UniProt accession:P0A2P8
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0009750	response to fructose	IEA	

UniProt accession:B7HLG1
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0045892	negative regulation of transcription, DNA-templated	IEA	

UniProt accession:F8WSC5
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:G1U9Y6
GO ID	Go Term	GO Evidence Code
GO:0000902	cell morphogenesis	IEA	
GO:0007010	cytoskeleton organization	IEA	
GO:0009405	pathogenesis	IMP	
GO:0019933	cAMP-mediated signaling	IGI	
GO:0019933	cAMP-mediated signaling	IMP	
GO:0019933	cAMP-mediated signaling	IPI	
GO:0030036	actin cytoskeleton organization	IEA	
GO:0030447	filamentous growth	IMP	
GO:0030447	filamentous growth	IGI	
GO:0034605	cellular response to heat	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0036168	filamentous growth of a population of unicellular organisms in response to heat	IMP	
GO:0036176	response to neutral pH	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036187	cell growth mode switching, budding to filamentous	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0045761	regulation of adenylate cyclase activity	IMP	
GO:1900433	positive regulation of filamentous growth of a population of unicellular organisms in response to heat	IMP	
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	

UniProt accession:Q6B971
GO ID	Go Term	GO Evidence Code
GO:0035556	intracellular signal transduction	IEA	
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q00298
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:J9MFF7
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:Q9P8L8
GO ID	Go Term	GO Evidence Code
GO:0055085	transmembrane transport	IEA	

UniProt accession:I1RB79
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q96WM9
GO ID	Go Term	GO Evidence Code
GO:0046274	lignin catabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RJE8
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009058	biosynthetic process	IEA	

UniProt accession:I1RHS7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:G4MZS1
GO ID	Go Term	GO Evidence Code
GO:0000723	telomere maintenance	IEA	

UniProt accession:P87032
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q5AJ77
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006879	cellular iron ion homeostasis	IGI	
GO:0006879	cellular iron ion homeostasis	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IGI	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IGI	

UniProt accession:E2GL14
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q5NH51
GO ID	Go Term	GO Evidence Code
GO:0016311	dephosphorylation	IEA	

UniProt accession:O42620
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q00LS5
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:A6ZIB7
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:P0DJ06
GO ID	Go Term	GO Evidence Code
GO:0006465	signal peptide processing	IDA	
GO:0006508	proteolysis	IEA	
GO:0006508	proteolysis	IDA	
GO:0006807	nitrogen compound metabolic process	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0009405	pathogenesis	IDA	
GO:0019538	protein metabolic process	IDA	
GO:0030163	protein catabolic process	IMP	
GO:0030163	protein catabolic process	IDA	
GO:0044257	cellular protein catabolic process	IMP	
GO:0044406	adhesion of symbiont to host	IMP	
GO:0044416	induction by symbiont of host defense response	IDA	
GO:0052391	induction by symbiont of defense-related host calcium ion flux	IDA	

UniProt accession:I1S0J9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:I1RZS5
GO ID	Go Term	GO Evidence Code
GO:0016192	vesicle-mediated transport	IEA	

UniProt accession:P57063
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0008150	biological_process	ND	
GO:0009306	protein secretion	IEA	
GO:0015031	protein transport	IEA	
GO:0043953	protein transport by the Tat complex	IEA	

UniProt accession:A7F519
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q6SSJ3
GO ID	Go Term	GO Evidence Code
GO:0008652	cellular amino acid biosynthetic process	IEA	
GO:0009082	branched-chain amino acid biosynthetic process	IEA	
GO:0009097	isoleucine biosynthetic process	IEA	
GO:0009099	valine biosynthetic process	IEA	

UniProt accession:Q8RSY1
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0034053	modulation by symbiont of host defense-related programmed cell death	IEA	
GO:0052018	modulation by symbiont of RNA levels in host	IDA	

UniProt accession:I1RRX7
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:I1RYQ5
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:A4ULJ2
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0032259	methylation	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:O93852
GO ID	Go Term	GO Evidence Code
GO:0006767	water-soluble vitamin metabolic process	IC	
GO:0009058	biosynthetic process	IEA	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0034599	cellular response to oxidative stress	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q51LD2
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:P49603
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:O74189
GO ID	Go Term	GO Evidence Code
GO:0006486	protein glycosylation	IEA	
GO:0006493	protein O-linked glycosylation	IEA	
GO:0006493	protein O-linked glycosylation	IGI	
GO:0006493	protein O-linked glycosylation	IMP	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0031589	cell-substrate adhesion	IMP	
GO:0035269	protein O-linked mannosylation	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044117	growth of symbiont in host	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0045861	negative regulation of proteolysis	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:D0ZPP5
GO ID	Go Term	GO Evidence Code
GO:0006629	lipid metabolic process	IEA	
GO:0009103	lipopolysaccharide biosynthetic process	IEA	
GO:0009245	lipid A biosynthetic process	IEA	
GO:0036108	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process	IEA	
GO:0046677	response to antibiotic	IEA	

UniProt accession:I1RJD6
GO ID	Go Term	GO Evidence Code
GO:0008610	lipid biosynthetic process	IEA	

UniProt accession:Q4X099
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009082	branched-chain amino acid biosynthetic process	IEA	
GO:0009082	branched-chain amino acid biosynthetic process	IMP	

UniProt accession:P19880
GO ID	Go Term	GO Evidence Code
GO:0000304	response to singlet oxygen	IMP	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0009408	response to heat	IMP	
GO:0010038	response to metal ion	IMP	
GO:0042493	response to drug	IMP	
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	IDA	
GO:0046686	response to cadmium ion	IEA	

UniProt accession:J4UTE1
GO ID	Go Term	GO Evidence Code
GO:0006171	cAMP biosynthetic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0009190	cyclic nucleotide biosynthetic process	IEA	
GO:0035556	intracellular signal transduction	IEA	

UniProt accession:Q4X0J5
GO ID	Go Term	GO Evidence Code
GO:0007155	cell adhesion	IMP	
GO:0009405	pathogenesis	IMP	
GO:0044406	adhesion of symbiont to host	IMP	
GO:0048315	conidium formation	IMP	

UniProt accession:Q9C1C6
GO ID	Go Term	GO Evidence Code
GO:0016575	histone deacetylation	IEA	

UniProt accession:Q8NJ85
GO ID	Go Term	GO Evidence Code
GO:0007049	cell cycle	IEA	

UniProt accession:P58371
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	
GO:0006508	proteolysis	RCA	
GO:0043581	mycelium development	IEP	

UniProt accession:P0AA28
GO ID	Go Term	GO Evidence Code
GO:0006662	glycerol ether metabolic process	IEA	
GO:0045454	cell redox homeostasis	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q4P2U6
GO ID	Go Term	GO Evidence Code
GO:0000045	autophagic vacuole assembly	IEA	
GO:0000422	mitochondrion degradation	IEA	
GO:0006810	transport	IEA	
GO:0006888	ER to Golgi vesicle-mediated transport	IEA	
GO:0006914	autophagy	IEA	
GO:0009405	pathogenesis	IEA	
GO:0015031	protein transport	IEA	
GO:0032258	CVT pathway	IEA	
GO:0034727	piecemeal microautophagy of nucleus	IEA	

UniProt accession:Q5AKU6
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0000160	phosphorelay signal transduction system	IGI	
GO:0000160	phosphorelay signal transduction system	ISS	
GO:0007234	osmosensory signaling via phosphorelay pathway	IBA	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0018106	peptidyl-histidine phosphorylation	IBA	
GO:0020012	evasion or tolerance of host immune response	IMP	
GO:0023014	signal transduction by phosphorylation	IBA	
GO:0030447	filamentous growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0034599	cellular response to oxidative stress	IMP	
GO:0034605	cellular response to heat	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:1900428	regulation of filamentous growth of a population of unicellular organisms	IMP	
GO:1900436	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:Q9C4A1
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:A0A024CIG8
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q5K2R7
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q5ALK1
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IMP	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:1900233	positive regulation of single-species biofilm formation on inanimate substrate	IMP	
GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	IMP	

UniProt accession:Q2LK92
GO ID	Go Term	GO Evidence Code
GO:0000413	protein peptidyl-prolyl isomerization	IEA	
GO:0006457	protein folding	IEA	

UniProt accession:Q7ZA49
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P9WIP7
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IMP	
GO:0009405	pathogenesis	IEA	
GO:0010039	response to iron ion	IEP	
GO:0040007	growth	IMP	
GO:0042262	DNA protection	IDA	
GO:0042542	response to hydrogen peroxide	IDA	

UniProt accession:B2SSA5
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q0UDE7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q75T36
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q8ZPP8
GO ID	Go Term	GO Evidence Code
GO:0003333	amino acid transmembrane transport	IEA	

UniProt accession:Q58PX0
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:I1RWL6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q5AHG6
GO ID	Go Term	GO Evidence Code
GO:0000902	cell morphogenesis	IMP	
GO:0001410	chlamydospore formation	IMP	
GO:0006468	protein phosphorylation	IEA	
GO:0006468	protein phosphorylation	IDA	
GO:0006468	protein phosphorylation	ISS	
GO:0006468	protein phosphorylation	IGI	
GO:0007165	signal transduction	IGI	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0016310	phosphorylation	IEA	
GO:0030447	filamentous growth	IMP	
GO:0030448	hyphal growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0036164	cell-abiotic substrate adhesion	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036171	filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0042493	response to drug	IDA	
GO:0043709	cell adhesion involved in single-species biofilm formation	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044114	development of symbiont in host	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0044409	entry into host	IMP	
GO:0070417	cellular response to cold	IMP	
GO:1900188	negative regulation of cell adhesion involved in single-species biofilm formation	IMP	
GO:1900231	regulation of single-species biofilm formation on inanimate substrate	IMP	
GO:1900436	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:1900438	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:Q49GQ5
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q9F5R1
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q0U2A0
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q5IFQ6
GO ID	Go Term	GO Evidence Code
GO:0006801	superoxide metabolic process	IEA	
GO:0019430	removal of superoxide radicals	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q56023
GO ID	Go Term	GO Evidence Code
GO:0009306	protein secretion	IEA	
GO:0009405	pathogenesis	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:Q4UV56
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:Q9C0P7
GO ID	Go Term	GO Evidence Code
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q9C3Z2
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:P15795
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	ISS	
GO:0009405	pathogenesis	ISS	

UniProt accession:J9MMS5
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:Q0UHM8
GO ID	Go Term	GO Evidence Code
GO:0015940	pantothenate biosynthetic process	IEA	

UniProt accession:P58662
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0018106	peptidyl-histidine phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q9C1R5
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q9UW87
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0008152	metabolic process	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q6E9X8
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:Q8Z6L3
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:I1RA81
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:I1RZQ2
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:I1RKA4
GO ID	Go Term	GO Evidence Code
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q52G60
GO ID	Go Term	GO Evidence Code
GO:0006397	mRNA processing	IEA	
GO:0008380	RNA splicing	IEA	

UniProt accession:G5EH19
GO ID	Go Term	GO Evidence Code
GO:0007264	small GTPase mediated signal transduction	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030437	ascospore formation	IMP	
GO:0048066	developmental pigmentation	IMP	
GO:0048315	conidium formation	IMP	

UniProt accession:I1RNK3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q96VZ3
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:Q5K8R6
GO ID	Go Term	GO Evidence Code
GO:0006688	glycosphingolipid biosynthetic process	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0045227	capsule polysaccharide biosynthetic process	IMP	

UniProt accession:Q589C6
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q32WF7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
