New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I2763	PHI:2975	Q9JP38	ipx10		Uncharacterized protein	AF232004	323:Pseudomonas syringae pv. tomato		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0008933:lytic transglycosylase activity; GO:0016020: membrane; GO:0000270: peptidoglycan metabolic process		POO:0000005:effector (plant avirulence determinant)													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		11967070: Boch J, Joardar V, Gao L, Robertson TL, Lim M, Kunkel BN. (2002). "Identification of Pseudomonas syringae pv. tomato genes induced during infection of Arabidopsis thaliana." Mol Microbiol 44(1): 73-88. 10.1046/j.1365-2958.2002.02877.x.	2014-12-16
PHI:I2764	PHI:2976	C6ZRH8	CgOPT1	OPT1	Oligopeptide transporter OPT-like protein	FJ008981	5457:Glomerella cingulata		108276:Aeschynomene virginica	Dicot	GO:0055085:transmembrane transport		POO:0000002:reduced virulence	Vegetative Spores:Reduced;In Vitro Growth:Aberrant	indole-3-acetic acid (iaa)	16411	CHEBI:16411									ESO:0000013:gene silencing	Rashmi Pant,Molecular Connections		19698103: Chagué V, Maor R, Sharon A. (2009). "CgOpt1, a putative oligopeptide transporter from Colletotrichum gloeosporioides that is involved in responses to auxin and pathogenicity." BMC Microbiol 9(): 173. 10.1186/1471-2180-9-173.	2014-12-16
PHI:I2765	PHI:2977	F3REN8	VirR	LM1816_05248	Transcriptional regulator	CP006046	1639:Listeria monocytogenes	DOID:2326:gastroenteritis	10090:Mus musculus (house mouse) 	n\a			POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		16102006: Mandin P, Fsihi H, Dussurget O, Vergassola M, Milohanic E, Toledo-Arana A, Lasa I, Johansson J, Cossart P. (2005). "VirR, a response regulator critical for Listeria monocytogenes virulence." Mol Microbiol 57(5): 1367-1380. 10.1111/j.1365-2958.2005.04776.x.	2014-12-16
PHI:I2766	PHI:2978	G4N5V2	MoCel12A	MGG_08537	Endoglucanase-1 (Endoglucanase-1, variant)	CM001234;CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0008810:cellulase activity; GO:0043581: mycelium development; GO:0000272: polysaccharide catabolic process		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Spore Germination:Wild Type;Vegetative Spores:Increased												ESO:0000011:gene overexpression	Rashmi Pant,Molecular Connections		20680265: Takeda T, Takahashi M, Nakanishi-Masuno T, Nakano Y, Saitoh H, Hirabuchi A, Fujisawa S, Terauchi R. (2010). "Characterization of endo-1,3-1,4-Î²-glucanases in GH family 12 from Magnaporthe oryzae." Appl Microbiol Biotechnol 88(5): 1113-1123. 10.1007/s00253-010-2781-2.	2014-12-16
PHI:I2767	PHI:2978	G4N5V2	MoCel12A	MGG_08537	Endoglucanase-1 (Endoglucanase-1, variant)	CM001234;CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0008810:cellulase activity; GO:0043581: mycelium development; GO:0000272: polysaccharide catabolic process		POO:0000003:unaffected pathogenicity	Vegetative Spores:Wild Type;In Vitro Growth:Wild Type;Spore Germination:Wild Type												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		20680265: Takeda T, Takahashi M, Nakanishi-Masuno T, Nakano Y, Saitoh H, Hirabuchi A, Fujisawa S, Terauchi R. (2010). "Characterization of endo-1,3-1,4-Î²-glucanases in GH family 12 from Magnaporthe oryzae." Appl Microbiol Biotechnol 88(5): 1113-1123. 10.1007/s00253-010-2781-2.	2014-12-16
PHI:I2768	PHI:2979	Q5NHS6	DipA	FTT_0369c	Uncharacterized protein	AJ749949	263:Francisella tularensis	DOID:2123:tularemia	10090:Mus musculus (house mouse) 	n\a			POO:0000005:effector (plant avirulence determinant)													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23840797: Chong A, Child R, Wehrly TD, Rockx-Brouwer D, Qin A, Mann BJ, Celli J. (2013). "Structure-Function Analysis of DipA, a Francisella tularensis Virulence Factor Required for Intracellular Replication." PLoS One 8(6): e67965. 10.1371/journal.pone.0067965.	2014-12-16
PHI:I2769	PHI:2980	Q54151	pic	pic;she;sigA;SF2973;S3178	Serine protease pic autotransporter (EC 3.4.21.-) (ShMu) [Cleaved into: Serine protease pic; Serine protease pic translocator]	U35656;AF200692;AE005674;AE014073	42897:Shigella flexneri 2a	DOID:12385:shigellosis	10090:Mus musculus (house mouse) 	n\a	GO:0009279:cell outer membrane; GO:0005576: extracellular region; GO:0016021: integral component of membrane; GO:0009405: pathogenesis; GO:0042597: periplasmic space; GO:0004252: serine-type endopeptidase activity		POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23391153: Zhang J, Qian L, Wu Y, Cai X, Li X, Cheng X, Qu D. (2013). "Deletion of pic results in decreased virulence for a clinical isolate of Shigella flexneri 2a from China." BMC Microbiol 13(): 31. 10.1186/1471-2180-13-31.	2014-12-16
PHI:I2770	PHI:2981	A6N6J8	Ctf1	ctf1	Ctf1	EF613328	59765:Fusarium oxysporum f. sp. lycopersici		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0003677:DNA binding; GO:0005634: nucleus; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence													ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		18705871: Rocha AL, Di Pietro A, Ruiz-Roldán C, Roncero MI. (2008). "Ctf1, a transcriptional activator of cutinase and lipase genes in Fusarium oxysporum is dispensable for virulence." Mol Plant Pathol 9(3): 293-304. 10.1111/j.1364-3703.2007.00463.x.	2014-12-16
PHI:I2771	PHI:2982	B7HLG1	CodY	codY;BCAH187_A3875	GTP-sensing transcriptional pleiotropic repressor CodY	CP001177	1396:Bacillus cereus		7137:Galleria mellonella (greater wax moth) 	n\a	GO:0003677:cytoplasm; GO:0005525: DNA binding; GO:0005737: GTP binding; GO:0045892: negative regulation of transcription, DNA-templated; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated		POO:0000002:reduced virulence													ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		22571587: Frenzel E, Doll V, Pauthner M, Lücking G, Scherer S, Ehling-Schulz M. (2012). "CodY orchestrates the expression of virulence determinants in emetic Bacillus cereus by impacting key regulatory circuits." Mol Microbiol 85(1): 67-88. 10.1111/j.1365-2958.2012.08090.x.	2014-12-16
PHI:I2772	PHI:2983	G4N8E3	MGG_06279.6	MGG_06279	Binuclear zinc transcription factor	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:DNA binding; GO:0005634: nucleus; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence		h2o2	16240	CHEBI:79092									ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2773	PHI:2986	G4N7A6	MGG_06434.6	MGG_06434	Uncharacterized protein	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot			POO:0000003:unaffected pathogenicity		h2o2	16240	CHEBI:79092									ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2774	PHI:2987	G4NID8	MoAPS1	MGG_09869	Uncharacterized protein	CM001236	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000002:reduced virulence	Vegetative Spores:Reduced;Spore Germination:Wild Type;Pre-penetration:No												ESO:0000007:gene complementation;ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2775	PHI:2988	G4NA99	MoAPS2	MGG_08463	Transcription factor MBP1	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000002:reduced virulence	Pre-penetration:No;Spore Germination:Wild Type;Vegetative Spores:Reduced												ESO:0000007:gene complementation;ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2776	PHI:2989	G4N8I4	MGG_06243.6	MGG_06243	Zinc finger transcription factor 1	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:DNA binding; GO:0005634: nucleus; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence	Vegetative Spores:Reduced;Pre-penetration:No												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2777	PHI:2990	G4MRY7	MGG_02474.6	MGG_02474	Uncharacterized protein	CM001231	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0046872:metal ion binding		POO:0000002:reduced virulence	Pre-penetration:No;Vegetative Spores:Reduced												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2778	PHI:2991	Q52G60	MGG_01426.6	CEF1;MGG_01426	Pre-mRNA-splicing factor CEF1	CM001232	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:chromatin binding; GO:0008380: cytoplasm; GO:0003682: DNA binding; GO:0005737: mRNA processing; GO:0006397: RNA splicing; GO:0005681: spliceosomal complex		POO:0000002:reduced virulence	Pre-penetration:No;Vegetative Spores:Reduced												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2779	PHI:2992	Q01168	MGG_02755.6	NUT1;MGCH7_ch7g504;MGG_02755	Nitrogen regulatory protein NUT1	U60290;CM000230;CM001237	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0042128:nitrate assimilation; GO:0005634: nucleus; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated; GO:0008270: zinc ion binding		POO:0000002:reduced virulence	Vegetative Spores:Reduced;Pre-penetration:No												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2780	PHI:2994	G4N7V2	MGG_06355.6	MGG_06355	Uncharacterized protein	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:DNA binding; GO:0005634: nucleus; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence	Vegetative Spores:Aberrant;Pre-penetration:No												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2781	PHI:2995	G4MQ91	MGG_09263.6	MGG_09263	Uncharacterized protein	CM001231	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005634:nucleus; GO:0009405: pathogenesis; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence	Vegetative Spores:Aberrant;Pre-penetration:No												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2782	PHI:2996	G4N6W9	MGG_06507.6	MGG_06507	Zinc finger protein 58	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding		POO:0000002:reduced virulence	Pre-penetration:No;Vegetative Spores:Aberrant												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23762023: Park SY, Choi J, Lim SE, Lee GW, Park J, Kim Y, Kong S, Kim SR, Rho HS, Jeon J, Chi MH, Kim S, Khang CH, Kang S, Lee YH. (2013). "Global expression profiling of transcription factor genes provides new insights into pathogenicity and stress responses in the rice blast fungus." PLoS Pathog 9(6): e1003350. 10.1371/journal.ppat.1003350.	2014-12-16
PHI:I2783	PHI:2997	Q82Z33	EF3245	EF_3245;I574_00328;OO5_00337	Cell-envelope associated acid phosphatase	AE016830;AHYN01000002;ASWP01000001	1351:Enterococcus faecalis		7137:Galleria mellonella (greater wax moth) 	n\a	GO:0003824:catalytic activity; GO:0016020: membrane		POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		23755154: Abranches J, Tijerina P, Avilés-Reyes A, Gaca AO, Kajfasz JK, Lemos JA. (2014). "The cell wall-targeting antibiotic stimulon of Enterococcus faecalis." PLoS One 8(6): e64875. 10.1371/journal.pone.0064875.	2014-12-16
PHI:I2784	PHI:2998	Q834U9	EF1533	EF_1533	Uncharacterized protein	AE016830	1351:Enterococcus faecalis		7137:Galleria mellonella (greater wax moth) 	n\a			POO:0000002:reduced virulence													ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		23755154: Abranches J, Tijerina P, Avilés-Reyes A, Gaca AO, Kajfasz JK, Lemos JA. (2014). "The cell wall-targeting antibiotic stimulon of Enterococcus faecalis." PLoS One 8(6): e64875. 10.1371/journal.pone.0064875.	2014-12-16
PHI:I2785	PHI:2999	Q8KUC0	EF0026	ef0026	EF0026	AF454824	1351:Enterococcus faecalis		7137:Galleria mellonella (greater wax moth) 	n\a			POO:0000004:increased virulence (hypervirulence)													ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		23755154: Abranches J, Tijerina P, Avilés-Reyes A, Gaca AO, Kajfasz JK, Lemos JA. (2014). "The cell wall-targeting antibiotic stimulon of Enterococcus faecalis." PLoS One 8(6): e64875. 10.1371/journal.pone.0064875.	2014-12-16
PHI:I2786	PHI:3000	Q837N7	EF0797	EF_0797;I574_01203;OO5_02704	Conserved domain protein (Uncharacterized protein)	AE016830;AHYN01000012;ASWP01000005	1351:Enterococcus faecalis		7137:Galleria mellonella (greater wax moth) 	n\a			POO:0000004:increased virulence (hypervirulence)													ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		23755154: Abranches J, Tijerina P, Avilés-Reyes A, Gaca AO, Kajfasz JK, Lemos JA. (2014). "The cell wall-targeting antibiotic stimulon of Enterococcus faecalis." PLoS One 8(6): e64875. 10.1371/journal.pone.0064875.	2014-12-16
PHI:I2787	PHI:3004	A6QHK8	ClpX	clpX;NWMN_1568	ATP-dependent Clp protease ATP-binding subunit ClpX	AP009351	1280:Staphylococcus aureus		10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0006457: protein folding; GO:0008270: zinc ion binding		POO:0000002:reduced virulence		h2o2	16240	CHEBI:79092									ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		12791139: Frees D, Qazi SN, Hill PJ, Ingmer H. (2003). "Alternative roles of ClpX and ClpP in Staphylococcus aureus stress tolerance and virulence." Mol Microbiol 48(6): 1565-1578. 10.1046/j.1365-2958.2003.03524.x.	2014-12-16
PHI:I2788	PHI:3005	P63786	ClpP	clpP;MW0730	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	BA000033	1280:Staphylococcus aureus		10090:Mus musculus (house mouse) 	n\a	GO:0005737:cytoplasm; GO:0042802: identical protein binding; GO:0004252: serine-type endopeptidase activity		POO:0000002:reduced virulence		h2o2	16240	CHEBI:79092									ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		12791139: Frees D, Qazi SN, Hill PJ, Ingmer H. (2003). "Alternative roles of ClpX and ClpP in Staphylococcus aureus stress tolerance and virulence." Mol Microbiol 48(6): 1565-1578. 10.1046/j.1365-2958.2003.03524.x.	2014-12-16
PHI:I2789	PHI:3006	A7KT66	rrgA	rrgA	Ancillary pilus subunit	EF560631;EF560632;EF560633;EF560634;EF560636	1313:Streptococcus pneumoniae		10090:Mus musculus (house mouse) 	n\a			POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		12207705: Hava DL, Camilli A. (2002). "Large-scale identification of serotype 4 Streptococcus pneumoniae virulence factors." Mol Microbiol 45(5): 1389-1406. .	2014-12-16
PHI:I2790	PHI:3007	A7KT36	srtD	srtD	Sortase D	EF560626;EF560627;EF560628;EF560630;EF560637	1313:Streptococcus pneumoniae		10090:Mus musculus (house mouse) 	n\a			POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		12207705: Hava DL, Camilli A. (2002). "Large-scale identification of serotype 4 Streptococcus pneumoniae virulence factors." Mol Microbiol 45(5): 1389-1406. .	2014-12-16
PHI:I2791	PHI:3008	Q9S1J0	zmpR	rr09;zmpR;DJ38_01790	AraC family transcriptional regulator (Putative response regulator) (Response regulator)	AF221126;AJ006398;JJMK01000046	1313:Streptococcus pneumoniae		10090:Mus musculus (house mouse) 	n\a	GO:0000160:phosphorelay signal transduction system; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated		POO:0000003:unaffected pathogenicity													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		12207705: Hava DL, Camilli A. (2002). "Large-scale identification of serotype 4 Streptococcus pneumoniae virulence factors." Mol Microbiol 45(5): 1389-1406. .	2014-12-16
PHI:I2792	PHI:3009	Q9S1K2	rr01	rr01	Response regulator	AJ006391	1313:Streptococcus pneumoniae		10090:Mus musculus (house mouse) 	n\a	GO:0003677:DNA binding; GO:0000160: phosphorelay signal transduction system; GO:0006355: regulation of transcription, DNA-templated; GO:0006351: transcription, DNA-templated		POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		12207705: Hava DL, Camilli A. (2002). "Large-scale identification of serotype 4 Streptococcus pneumoniae virulence factors." Mol Microbiol 45(5): 1389-1406. .	2014-12-16
PHI:I2793	PHI:3010	Q97NM0	STM237	SP_2002	Uncharacterized protein	AE005672	1313:Streptococcus pneumoniae		10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATPase activity, coupled to transmembrane movement of substances; GO:0042626: ATP binding; GO:0016020: membrane		POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		12207705: Hava DL, Camilli A. (2002). "Large-scale identification of serotype 4 Streptococcus pneumoniae virulence factors." Mol Microbiol 45(5): 1389-1406. .	2014-12-16
PHI:I2794	PHI:3011	P58662	rcsC11	rcsC;STM2271	Sensor histidine kinase RcsC (EC 2.7.13.3)	AE006468	90371:Salmonella enterica subsp. enterica serovar Typhimurium		10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0016021: integral component of membrane; GO:0000155: phosphorelay sensor kinase activity; GO:0005886: plasma membrane; GO:0006355: regulation of transcription, DNA-templated		POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		15469511: Mouslim C, Delgado M, Groisman EA. (2004). "Activation of the RcsC/YojN/RcsB phosphorelay system attenuates Salmonella virulence." Mol Microbiol 54(2): 386-395. 10.1111/j.1365-2958.2004.04293.x.	2014-12-16
PHI:I2795	PHI:3012	C4PCU2	rcsB	rcsB;CY43_12175;DC51_2347;IZ85_11430	DNA-binding capsular synthesis response regulator RcsB (RcsB) (Transcriptional regulator)	FJ916932;CP007581;CP007804;CP009102	90371:Salmonella enterica subsp. enterica serovar Typhimurium		10090:Mus musculus (house mouse) 	n\a	GO:0003677:DNA binding; GO:0000160: phosphorelay signal transduction system; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated		POO:0000003:unaffected pathogenicity													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		15469511: Mouslim C, Delgado M, Groisman EA. (2004). "Activation of the RcsC/YojN/RcsB phosphorelay system attenuates Salmonella virulence." Mol Microbiol 54(2): 386-395. 10.1111/j.1365-2958.2004.04293.x.	2014-12-16
PHI:I2796	PHI:3012	G7RUY1	pld1	orf21;FP68_22825;HZ19_24115;IA58_24030;PUUH_pUUH2392p0012	Phospholipase (Putative phospholipase D) (Uncharacterized protein)	CP002474;JX430448;KF719971;KF719972;LM994717;JNHB01000030;JPGT01000069;JPGS01000065	573:Klebsiella pneumoniae		10090:Mus musculus (house mouse) 	n\a			POO:0000001:loss of pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Reduced												ESO:0000007:gene complementation;ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24885329: Lery LM, Frangeul L, Tomas A, Passet V, Almeida AS, Bialek-Davenet S, Barbe V, Bengoechea JA, Sansonetti P, Brisse S, Tournebize R. (2014). "Comparative analysis of Klebsiella pneumoniae genomes identifies a phospholipase D family protein as a novel virulence factor." BMC Biol 12(): 41. 10.1186/1741-7007-12-41.	2014-12-16
PHI:I2797	PHI:3013	G4YTW4	PsMPK7	PHYSODRAFT_555263	Putative uncharacterized protein	JH159152	67593:Phytophthora sojae		3847:Glycine max (soybean) 	Dicot	GO:0005524:ATP binding; GO:0046872: metal ion binding; GO:0004674: protein serine/threonine kinase activity		POO:0000002:reduced virulence	Penetration:No;Pre-penetration:No;In Vitro Growth:Wild Type;Spore Germination:Reduced	h2o2;sorbitol;nacl;cacl2	16240;26710;17924;3312	CHEBI:79092									ESO:0000013:gene silencing	Rashmi Pant,Molecular Connections		24889742: Gao J, Cao M, Ye W, Li H, Kong L, Zheng X, Wang Y. (2015). "PsMPK7, a stress-associated mitogen-activated protein kinase (MAPK) in Phytophthora sojae, is required for stress tolerance, reactive oxygenated species detoxification, cyst germination, sexual reproduction and infection of soybean." Mol Plant Pathol 16(1): 61-70. 10.1111/mpp.12163.	2014-12-16
PHI:I2798	PHI:3014	G5EHD3	MoAND1	MGCH7_ch7g736;MGG_02961	Anucleate primary sterigmata protein A	CM000230;CM001237	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005938:cell cortex; GO:0032065: cortical protein anchoring; GO:0005543: phospholipid binding		POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:Yes;In Vitro Growth:Wild Type;Spore Germination:Reduced;Vegetative Spores:Reduced;Vegetative Spores:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24875422: Jeon J, Rho H, Kim S, Kim KS, Lee YH. (2014). "Role of MoAND1-mediated nuclear positioning in morphogenesis and pathogenicity in the rice blast fungus, Magnaporthe oryzae." Fungal Genet Biol 69(): 43-51. 10.1016/j.fgb.2014.05.002.	2014-12-16
PHI:I2799	PHI:3015	Q3K359	LiaR	SAK_0392	DNA-binding response regulator, LuxR family	CP000114	1311:Streptococcus agalactiae		10090:Mus musculus (house mouse) 	n\a	GO:0003677:DNA binding; GO:0000160: phosphorelay signal transduction system; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated		POO:0000002:reduced virulence		ampicillin;bacitracin;cefotaxime;colistin;ll-37;nisin;polymixin b;vancomycin	28001;28669;37943;71629;28971;204928;8309;LL-37	CHEBI:28971;CHEBI:28669;CHEBI:204928;CHEBI:37943;CHEBI:81664;CHEBI:71629;CHEBI:76842									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		23704792: Klinzing DC, Ishmael N, Dunning Hotopp JC, Tettelin H, Shields KR, Madoff LC, Puopolo KM. (2013). "The two-component response regulator LiaR regulates cell wall stress responses, pili expression and virulence in group B Streptococcus." Microbiology 159(pt 7): 1521-1534. 10.1099/mic.0.064444-0.	2014-12-16
