New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I394	PHI:409	Q8J1Y3	BbCHIT1	chit1	Chitinase (EC 3.2.1.14)	AY145440;EU828354	176275:Beauveria bassiana		27482:Aphididae (aphids) 	n\a	GO:0005975:carbohydrate metabolic process; GO:0004568: chitinase activity		POO:0000004:increased virulence (hypervirulence)													ESO:0000011:gene overexpression	Thomas Baldwin		15640210: Fang W, Leng B, Xiao Y, Jin K, Ma J, Fan Y, Feng J, Yang X, Zhang Y, Pei Y. (2005). "Cloning of Beauveria bassiana chitinase gene Bbchit1 and its application to improve fungal strain virulence." Appl Environ Microbiol 71(1): 363-370. 10.1128/aem.71.1.363-370.2005.	2015-01-13
PHI:I395	PHI:410	Q5IFQ6	SOD2	SOD2	Superoxide dismutase (EC 1.15.1.1)	AY737799	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0046872:metal ion binding; GO:0005739: mitochondrion; GO:0004784: superoxide dismutase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15643059: Giles SS, Batinic-Haberle I, Perfect JR, Cox GM. (2005). "Cryptococcus neoformans mitochondrial superoxide dismutase: an essential link between antioxidant function and high-temperature growth." Eukaryot Cell 4(1): 46-54. 10.1128/ec.4.1.46-54.2005.	2015-01-13
PHI:I396	PHI:411	Q5SC91	ROP1	rop1	HMG-box transcription factor Rop1-1	AY677184	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity	Penetration:No;Pre-penetration:No;Mating Defect:No												ESO:0000002:gene deletion	Thomas Baldwin		15701800: Brefort T, Müller P, Kahmann R. (2005). "The high-mobility-group domain transcription factor Rop1 is a direct regulator of prf1 in Ustilago maydis." Eukaryot Cell 4(2): 379-391. 10.1128/ec.4.2.379-391.2005.	2015-01-13
PHI:I397	PHI:412	Q5J7N6	CHAP1	CHAP1	Chap1	AY486156	5016:Bipolaris maydis		4577:Zea mays	Monocot	GO:0043565:sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		15701806: Lev S, Hadar R, Amedeo P, Baker SE, Yoder OC, Horwitz BA. (2005). "Activation of an AP1-like transcription factor of the maize pathogen Cochliobolus heterostrophus in response to oxidative stress and plant signals." Eukaryot Cell 4(2): 443-454. 10.1128/ec.4.2.443-454.2005.	2015-01-13
PHI:I398	PHI:413	Q5GFD3	MPD1		Mannitol 1-phosphate dehydrogenase	AY587541	13684:Parastagonospora nodorum		4564:Triticum	Monocot	GO:0016491:oxidoreductase activity	GO:0008926:mannitol-1-phosphate 5-dehydrogenase activity	POO:0000003:unaffected pathogenicity	Penetration:No;Pre-penetration:No												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research;Alayne Cuzick,Rothamsted Research		15720079: Solomon PS, Tan KC, Oliver RP. (2005). "Mannitol 1-phosphate metabolism is required for sporulation in planta of the wheat pathogen Stagonospora nodorum." Mol Plant Microbe Interact 18(2): 110-115. 10.1094/mpmi-18-0110.	2015-01-13
PHI:I399	PHI:414	Q696X2	GOX1	Glo1	Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I)	AY576607	13684:Parastagonospora nodorum		4565:Triticum aestivum (bread wheat) 	Monocot	GO:0005737:cytoplasm; GO:0006749: glutathione metabolic process; GO:0004462: lactoylglutathione lyase activity; GO:0046872: metal ion binding; GO:0019243: methylglyoxal catabolic process to D-lactate; GO:0005634: nucleus		POO:0000003:unaffected pathogenicity	Pre-penetration:No;Penetration:No												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;Thomas Baldwin;Alayne Cuzick,Rothamsted Research		15205912: Solomon PS, Oliver RP. (2004). "Functional characterisation of glyoxalase I from the fungal wheat pathogen Stagonospora nodorum." Curr Genet 46(2): 115-121. 10.1007/s00294-004-0514-8.	2015-01-13
PHI:I400	PHI:416	Q5D6D3	NPS6	NPS6	Nonribosomal peptide synthetase 6	AY884191	5016:Bipolaris maydis		4577:Zea mays	Monocot	GO:0003824:catalytic activity; GO:0031177: phosphopantetheine binding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin		15755917: Lee BN, Kroken S, Chou DY, Robbertse B, Yoder OC, Turgeon BG. (2005). "Functional analysis of all nonribosomal peptide synthetases in Cochliobolus heterostrophus reveals a factor, NPS6, involved in virulence and resistance to oxidative stress." Eukaryot Cell 4(3): 545-555. 10.1128/ec.4.3.545-555.2005.	2015-01-13
PHI:I401	PHI:416	Q5D6D3	NPS6	NPS6	Nonribosomal peptide synthetase 6	AY884191	5016:Bipolaris maydis		4577:Zea mays	Monocot	GO:0003824:catalytic activity; GO:0031177: phosphopantetheine binding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Andrew Beacham		17056706: Oide S, Moeder W, Krasnoff S, Gibson D, Haas H, Yoshioka K, Turgeon BG. (2006). "NPS6, encoding a nonribosomal peptide synthetase involved in siderophore-mediated iron metabolism, is a conserved virulence determinant of plant pathogenic ascomycetes." Plant Cell 18(10): 2836-2853. 10.1105/tpc.106.045633.	2015-01-13
PHI:I402	PHI:417	G4NEB8	MST7	MGG_00800	STE/STE7/MEK1 protein kinase	CM001235	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409(IMP):entry into host;GO:0044412(IMP):growth or development of symbiont in host;GO:0048622(IMP):reproductive sporulation	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		15749760: Zhao X, Kim Y, Park G, Xu JR. (2005). "A mitogen-activated protein kinase cascade regulating infection-related morphogenesis in Magnaporthe grisea." Plant Cell 17(4): 1317-1329. 10.1105/tpc.104.029116.	2015-01-13
PHI:I403	PHI:418	G4N7X0	MST11	MGG_14847	STE/STE11 protein kinase	CM001234	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity; GO:0007165: signal transduction	GO:0009405(IMP):pathogenesis;GO:0044409(IMP):entry into host;GO:0044412(IMP):growth or development of symbiont in host;GO:0048622(IMP):reproductive sporulation	POO:0000001:loss of pathogenicity	Pre-penetration:Yes;Penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		15749760: Zhao X, Kim Y, Park G, Xu JR. (2005). "A mitogen-activated protein kinase cascade regulating infection-related morphogenesis in Magnaporthe grisea." Plant Cell 17(4): 1317-1329. 10.1105/tpc.104.029116.	2015-01-13
PHI:I404	PHI:419	Q7Z8E8	CSH1	CSH1	Cell surface hydrophobicity-associated protein (Fragment)	AY330272	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		15766793: Singleton DR, Fidel PL Jr, Wozniak KL, Hazen KC. (2005). "Contribution of cell surface hydrophobicity protein 1 (Csh1p) to virulence of hydrophobic Candida albicans serotype A cells." FEMS Microbiol Lett 244(2): 373-377. 10.1016/j.femsle.2005.02.010.	2015-01-13
PHI:I405	PHI:420	Q6TDT0	SOD2	SOD2	Superoxide dismutase (EC 1.15.1.1)	AY423629;AY423630	292817	DOID:10554:meningoencephalitis	10090:Mus musculus (house mouse) 	n\a	GO:0046872:metal ion binding; GO:0004784: superoxide dismutase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Sabrina Holland		15752200: Narasipura SD, Chaturvedi V, Chaturvedi S. (2005). "Characterization of Cryptococcus neoformans variety gattii SOD2 reveals distinct roles of the two superoxide dismutases in fungal biology and virulence." Mol Microbiol 55(6): 1782-1800. 10.1111/j.1365-2958.2005.04503.x.	2015-01-13
PHI:I406	PHI:422	Q9C402	SOD1	SOD1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	AF324862	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0046872:metal ion binding; GO:0004784: superoxide dismutase activity	GO:0004785(NAS):superoxide dismutase activity;GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Sabrina Holland;Kim Hammond-Kosack,Rothamsted Research		14614821: de Jesús-Berríos M, Liu L, Nussbaum JC, Cox GM, Stamler JS, Heitman J. (2003). "Enzymes that counteract nitrosative stress promote fungal virulence." Curr Biol 13(22): 1963-1968. 10.1016/j.cub.2003.10.029.	2015-01-13
PHI:I407	PHI:422	Q9C402	SOD1	SOD1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	AF324862	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0046872:metal ion binding; GO:0004784: superoxide dismutase activity	GO:0004785(NAS):superoxide dismutase activity;GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Sabrina Holland		12496163: Cox GM, Harrison TS, McDade HC, Taborda CP, Heinrich G, Casadevall A, Perfect JR. (2003). "Superoxide dismutase influences the virulence of Cryptococcus neoformans by affecting growth within macrophages." Infect Immun 71(1): 173-180. 10.1128/iai.71.1.173-180.2003.;14614821: de Jesús-Berríos M, Liu L, Nussbaum JC, Cox GM, Stamler JS, Heitman J. (2003). "Enzymes that counteract nitrosative stress promote fungal virulence." Curr Biol 13(22): 1963-1968. 10.1016/j.cub.2003.10.029.	2015-01-13
PHI:I408	PHI:422	Q9C402	SOD1	SOD1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	AF324862	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0046872:metal ion binding; GO:0004784: superoxide dismutase activity	GO:0004785(NAS):superoxide dismutase activity;GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Sabrina Holland;Kim Hammond-Kosack,Rothamsted Research		14614821: de Jesús-Berríos M, Liu L, Nussbaum JC, Cox GM, Stamler JS, Heitman J. (2003). "Enzymes that counteract nitrosative stress promote fungal virulence." Curr Biol 13(22): 1963-1968. 10.1016/j.cub.2003.10.029.	2015-01-13
PHI:I409	PHI:423	Q58Z64	VAD1	VAD1;DHH1;CNAG_01537	ATP-dependent RNA helicase VAD1 (EC 3.6.4.13) (Virulence-associated DEAD box protein 1)	AY654620;AY661864;CP003830	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0008026: ATP-dependent helicase activity; GO:0003723: cytoplasmic mRNA processing body; GO:0000932: mRNA processing; GO:0006397: mRNA transport; GO:0051028: regulation of translation; GO:0006417: RNA binding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15765146: Panepinto J, Liu L, Ramos J, Zhu X, Valyi-Nagy T, Eksi S, Fu J, Jaffe HA, Wickes B, Williamson PR. (2005). "The DEAD-box RNA helicase Vad1 regulates multiple virulence-associated genes in Cryptococcus neoformans." J Clin Invest 115(3): 632-641. 10.1172/jci23048.	2015-01-13
PHI:I410	PHI:424	F5HAA8	PCK1	CNBH3420	Uncharacterized protein	AAEY01000042	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0006094: gluconeogenesis; GO:0004612: phosphoenolpyruvate carboxykinase (ATP) activity	GO:0004612:phosphoenolpyruvate carboxykinase (ATP) activity;GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15765146: Panepinto J, Liu L, Ramos J, Zhu X, Valyi-Nagy T, Eksi S, Fu J, Jaffe HA, Wickes B, Williamson PR. (2005). "The DEAD-box RNA helicase Vad1 regulates multiple virulence-associated genes in Cryptococcus neoformans." J Clin Invest 115(3): 632-641. 10.1172/jci23048.	2015-01-13
PHI:I411	PHI:425	F5HEZ0	MPF3	CNBL2400	Uncharacterized protein	AAEY01000057	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15765146: Panepinto J, Liu L, Ramos J, Zhu X, Valyi-Nagy T, Eksi S, Fu J, Jaffe HA, Wickes B, Williamson PR. (2005). "The DEAD-box RNA helicase Vad1 regulates multiple virulence-associated genes in Cryptococcus neoformans." J Clin Invest 115(3): 632-641. 10.1172/jci23048.	2015-01-13
PHI:I412	PHI:427	Q5AP71	TPK1	TPK1;TPK3;CaO19.12357;CaO19.4892	Likely protein kinase	AACQ01000002;AACQ01000001	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0004691: cAMP-dependent protein kinase activity; GO:0000902: cell morphogenesis; GO:0035690: cellular response to drug; GO:0030447: filamentous growth; GO:0036171: filamentous growth of a population of unicellular organisms in response to chemical stimulus; GO:0031505: fungal-type cell wall organization; GO:0030448: hyphal growth; GO:1900188: negative regulation of cell adhesion involved in single-species biofilm formation; GO:1900438: negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus; GO:0005634: nucleus; GO:0006468: protein phosphorylation; GO:1900231: regulation of single-species biofilm formation on inanimate substrate		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		15760450: Park H, Myers CL, Sheppard DC, Phan QT, Sanchez AA, E Edwards J, Filler SG. (2005). "Role of the fungal Ras-protein kinase A pathway in governing epithelial cell interactions during oropharyngeal candidiasis." Cell Microbiol 7(4): 499-510. 10.1111/j.1462-5822.2004.00476.x.	2015-01-13
PHI:I413	PHI:428	Q9P932	TPK2	TPK2	Protein kinase A	AF134300	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		15760450: Park H, Myers CL, Sheppard DC, Phan QT, Sanchez AA, E Edwards J, Filler SG. (2005). "Role of the fungal Ras-protein kinase A pathway in governing epithelial cell interactions during oropharyngeal candidiasis." Cell Microbiol 7(4): 499-510. 10.1111/j.1462-5822.2004.00476.x.	2015-01-13
PHI:I414	PHI:429	Q8J0E2	ClPLS1	PLS1	Tetraspanin	AJ504995	290576:Colletotrichum lindemuthianum		3885:Phaseolus vulgaris	Dicot	GO:0016021:integral component of membrane	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Pre-penetration:No;Penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		15749050: Veneault-Fourrey C, Parisot D, Gourgues M, Laugé R, Lebrun MH, Langin T. (2005). "The tetraspanin gene ClPLS1 is essential for appressorium-mediated penetration of the fungal pathogen Colletotrichum lindemuthianum." Fungal Genet Biol 42(4): 306-318. 10.1016/j.fgb.2005.01.009.	2015-01-13
PHI:I415	PHI:430	Q5EGQ2	BWC1	BWC1	White collar 1 (Fragment)	AY882437	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0004871:signal transducer activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15760278: Idnurm A, Heitman J. (2005). "Light controls growth and development via a conserved pathway in the fungal kingdom." PLoS Biol 3(4): e95. 10.1371/journal.pbio.0030095.	2015-01-13
PHI:I416	PHI:431	Q5EGQ1	BWC2	BWC2	White collar 2	AY882438	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0043565:sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0004871: signal transducer activity; GO:0008270: zinc ion binding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15760278: Idnurm A, Heitman J. (2005). "Light controls growth and development via a conserved pathway in the fungal kingdom." PLoS Biol 3(4): e95. 10.1371/journal.pbio.0030095.	2015-01-13
PHI:I417	PHI:432	Q6WER3	FGL1	FGL1	Extracellular lipase (EC 3.1.1.3)	AY292529	229533:Fusarium graminearum PH-1		4577:Zea mays	Monocot	GO:0006629:lipid metabolic process; GO:0004806: triglyceride lipase activity	GO:0009405(IMP):pathogenesis;GO:0016789:carboxylic ester hydrolase activity	POO:0000002:reduced virulence	Pre-penetration:No												ESO:0000001:gene disruption	Thomas Baldwin;Andrew Beacham;Alayne Cuzick,Rothamsted Research		15842622: Voigt CA, Schäfer W, Salomon S. (2005). "A secreted lipase of Fusarium graminearum is a virulence factor required for infection of cereals." Plant J 42(3): 364-375. 10.1111/j.1365-313x.2005.02377.x.	2015-01-13
PHI:I418	PHI:432	Q6WER3	FGL1	FGL1	Extracellular lipase (EC 3.1.1.3)	AY292529	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot	GO:0006629:lipid metabolic process; GO:0004806: triglyceride lipase activity	GO:0009405(IMP):pathogenesis;GO:0016789:carboxylic ester hydrolase activity	POO:0000002:reduced virulence	Pre-penetration:No												ESO:0000001:gene disruption	Thomas Baldwin;Andrew Beacham;Alayne Cuzick,Rothamsted Research		15842622: Voigt CA, Schäfer W, Salomon S. (2005). "A secreted lipase of Fusarium graminearum is a virulence factor required for infection of cereals." Plant J 42(3): 364-375. 10.1111/j.1365-313x.2005.02377.x.	2015-01-13
PHI:I419	PHI:433	Q6DQW3	CTB1		Polyketide synthase	AY649543	29003:Cercospora nicotianae		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0009058:biosynthetic process; GO:0016788: hydrolase activity, acting on ester bonds; GO:0016740: transferase activity	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Penetration:No;Pre-penetration:No												ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		15915645: Choquer M, Dekkers KL, Chen HQ, Cao L, Ueng PP, Daub ME, Chung KR. (2005). "The CTB1 gene encoding a fungal polyketide synthase is required for cercosporin biosynthesis and fungal virulence of Cercospora nicotianae." Mol Plant Microbe Interact 18(5): 468-476. 10.1094/mpmi-18-0468.	2015-01-13
PHI:I420	PHI:434	P0C954	GEL2	gel2;AFUA_6G11390	1,3-beta-glucanosyltransferase gel2 (EC 2.4.1.-) (Glucan elongating glucanosyltransferase 2)	AAHF01000006	746128:Aspergillus fumigatus	DOID:13564:aspergillosis	10090:Mus musculus (house mouse) 	n\a	GO:0042124:1,3-beta-glucanosyltransferase activity; GO:0031225: anchored component of membrane; GO:0005975: carbohydrate metabolic process; GO:0031505: fungal-type cell wall organization; GO:0042123: glucanosyltransferase activity; GO:0005886: plasma membrane	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		15916615: Mouyna I, Morelle W, Vai M, Monod M, Léchenne B, Fontaine T, Beauvais A, Sarfati J, Prévost MC, Henry C, Latgé JP. (2005). "Deletion of GEL2 encoding for a beta(1-3)glucanosyltransferase affects morphogenesis and virulence in Aspergillus fumigatus." Mol Microbiol 56(6): 1675-1688. 10.1111/j.1365-2958.2005.04654.x.	2015-01-13
PHI:I421	PHI:435	Q5AHJ0	VMA7	VMA7;CaO19.806;CaO19.8424	V-type proton ATPase subunit F	AACQ01000019;AACQ01000018	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0015991:ATP hydrolysis coupled proton transport; GO:0006875: cellular metal ion homeostasis; GO:0009267: cellular response to starvation; GO:0030447: filamentous growth; GO:0036180: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0009405: pathogenesis; GO:0046961: proton-transporting ATPase activity, rotational mechanism; GO:0033180: proton-transporting V-type ATPase, V1 domain; GO:1900434: regulation of filamentous growth of a population of unicellular organisms in response to starvation; GO:0007035: vacuolar acidification	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		15870472: Poltermann S, Nguyen M, Günther J, Wendland J, Härtl A, Künkel W, Zipfel PF, Eck R. (2005). "The putative vacuolar ATPase subunit Vma7p of Candida albicans is involved in vacuole acidification, hyphal development and virulence." Microbiology 151(pt 5): 1645-1655. 10.1099/mic.0.27505-0.	2015-01-13
PHI:I422	PHI:436	Q8NJN5	ESS1		Prolyl isomerase Ess1	AF533511	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0003755:peptidyl-prolyl cis-trans isomerase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		15870468: Ren P, Rossettini A, Chaturvedi V, Hanes SD. (2005). "The Ess1 prolyl isomerase is dispensable for growth but required for virulence in Cryptococcus neoformans." Microbiology 151(pt 5): 1593-1605. 10.1099/mic.0.27786-0.	2015-01-13
PHI:I423	PHI:438	Q6WP49	BcBOT1 (CND5)	CND5	CND5p	AY277723	40559:Botrytis cinerea		3885:Phaseolus vulgaris	Dicot	GO:0020037:heme binding; GO:0005506: iron ion binding; GO:0004497: monooxygenase activity; GO:0016705: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Penetration:No;Pre-penetration:No												ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Thomas Baldwin		15986930: Siewers V, Viaud M, Jimenez-Teja D, Collado IG, Gronover CS, Pradier JM, Tudzynski B, Tudzynski P. (2005). "Functional analysis of the cytochrome P450 monooxygenase gene bcbot1 of Botrytis cinerea indicates that botrydial is a strain-specific virulence factor." Mol Plant Microbe Interact 18(6): 602-612. 10.1094/mpmi-18-0602.	2015-01-13
PHI:I424	PHI:438	Q6WP49	BcBOT1 (CND5)	CND5	CND5p	AY277723	40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0020037:heme binding; GO:0005506: iron ion binding; GO:0004497: monooxygenase activity; GO:0016705: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Pre-penetration:No;Penetration:No												ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Thomas Baldwin		15986930: Siewers V, Viaud M, Jimenez-Teja D, Collado IG, Gronover CS, Pradier JM, Tudzynski B, Tudzynski P. (2005). "Functional analysis of the cytochrome P450 monooxygenase gene bcbot1 of Botrytis cinerea indicates that botrydial is a strain-specific virulence factor." Mol Plant Microbe Interact 18(6): 602-612. 10.1094/mpmi-18-0602.	2015-01-13
PHI:I425	PHI:439	Q9UWE7	TRI6	Tri6	Positive transcription factor (Transcription factor TRI6)	AB017495;AB060689	229533:Fusarium graminearum PH-1		4565:Triticum aestivum (bread wheat) 	Monocot	GO:0046872:metal ion binding	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Penetration:No;Pre-penetration:No;Vegetative Spores:Wild Type												ESO:0000013:gene silencing	Thomas Baldwin;Andrew Beacham;Alayne Cuzick,Rothamsted Research		15986923: McDonald T, Brown D, Keller NP, Hammond TM. (2005). "RNA silencing of mycotoxin production in Aspergillus and Fusarium species." Mol Plant Microbe Interact 18(6): 539-545. 10.1094/mpmi-18-0539.	2015-01-13
PHI:I426	PHI:440	Q9P872	PMR1	pmr1	Calcium-transporting ATPase (EC 3.6.3.8)	AJ277171	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0005388: calcium-transporting ATPase activity; GO:0016021: integral component of membrane; GO:0046872: metal ion binding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		15843378: Bates S, MacCallum DM, Bertram G, Munro CA, Hughes HB, Buurman ET, Brown AJ, Odds FC, Gow NA. (2005). "Candida albicans Pmr1p, a secretory pathway P-type Ca2+/Mn2+-ATPase, is required for glycosylation and virulence." J Biol Chem 280(24): 23408-23415. 10.1074/jbc.m502162200.	2015-01-13
PHI:I427	PHI:448	F5HEA9	MAK2	SNOG_03299	Mitogen-activated protein kinase (EC 2.7.11.24)	CH445328	13684:Parastagonospora nodorum		4564:Triticum	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes												ESO:0000001:gene disruption	Thomas Baldwin;Alayne Cuzick,Rothamsted Research		16028107: Solomon PS, Waters OD, Simmonds J, Cooper RM, Oliver RP. (2005). "The Mak2 MAP kinase signal transduction pathway is required for pathogenicity in Stagonospora nodorum." Curr Genet 48(1): 60-68. 10.1007/s00294-005-0588-y.	2015-01-13
