Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 3836	PHI:2842	Uniprot	F6K8L7 	Genbank	HM567407	H99	CnSFH5	no data found					no	5207	Cryptococcus neoformans	no data found	H99	no data found	Animal	10090	Mouse	BALB/c			lungs	Secretion of phospholipase B1	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	SDS; calcoﬂuor white	SDS: CHEBI:8984; calcoﬂuor white: CHEBI:50011 	no data found			no data found	Gene disruption; Gene complementation		na	RP	21453402	Pubmed	10.1111/j.1365-2958.2011.07632.x	The mutants are sensitive to cell wall perturbing agents
Record 3837	PHI:2843	Uniprot	Q9P8P2	Genbank	AF223383_1	H99	CnPlb1	no data found					no	5207	Cryptococcus neoformans	no data found	H99	no data found	Animal	10090	Mouse	BALB/c			lungs	Secretion of phospholipase B1	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	SDS; calcoﬂuor white	SDS: CHEBI:8984; calcoﬂuor white: CHEBI:50011 	no data found			no data found	Gene disruption; Gene complementation		na	RP	21453402	Pubmed	10.1111/j.1365-2958.2011.07632.x	The mutants are sensitive to cell wall perturbing agents
Record 3838	PHI:2840	Uniprot	F6K8L5	Genbank	HM567405	H99	CnSEC14-1	no data found					PHI:2842	5207	Cryptococcus neoformans	no data found	H99	no data found	Animal	10090	Mouse	BALB/c			lungs	Secretion of phospholipase B1	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	SDS; calcoﬂuor white	SDS: CHEBI:8984; calcoﬂuor white: CHEBI:50011 	no data found			no data found	Gene disruption; Gene complementation		na	RP	21453402	Pubmed	10.1111/j.1365-2958.2011.07632.x	The mutants are sensitive to cell wall perturbing agents
Record 3839	PHI:2842	Uniprot	F6K8L7 	Genbank	HM567407	H99	CnSFH5	no data found					PHI:2840	5207	Cryptococcus neoformans	no data found	H99	no data found	Animal	10090	Mouse	BALB/c			lungs	Secretion of phospholipase B1	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	SDS; calcoﬂuor white	SDS: CHEBI:8984; calcoﬂuor white: CHEBI:50011 	no data found			no data found	Gene disruption; Gene complementation		na	RP	21453402	Pubmed	10.1111/j.1365-2958.2011.07632.x	The mutants are sensitive to cell wall perturbing agents
Record 3840	PHI:2841	Uniprot	F6K8L6	Genbank	HM567406	H99	CnSEC14-2	no data found					PHI:2842	5207	Cryptococcus neoformans	no data found	H99	no data found	Animal	10090	Mouse	BALB/c			lungs	Secretion of phospholipase B1	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	SDS; calcoﬂuor white	SDS: CHEBI:8984; calcoﬂuor white: CHEBI:50011 	no data found			no data found	Gene disruption; Gene complementation		na	RP	21453402	Pubmed	10.1111/j.1365-2958.2011.07632.x	The mutants are sensitive to cell wall perturbing agents
Record 3841	PHI:2842	Uniprot	F6K8L7 	Genbank	HM567407	H99	CnSFH5	no data found					PHI:2841	5207	Cryptococcus neoformans	no data found	H99	no data found	Animal	10090	Mouse	BALB/c			lungs	Secretion of phospholipase B1	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	SDS; calcoﬂuor white	SDS: CHEBI:8984; calcoﬂuor white: CHEBI:50011 	no data found			no data found	Gene disruption; Gene complementation		na	RP	21453402	Pubmed	10.1111/j.1365-2958.2011.07632.x	The mutants are sensitive to cell wall perturbing agents
Record 3842	PHI:2844	Uniprot	O93802	Genbank	AB015743	15A	BRM2	no data found					no	5599	Alternaria alternata	no data found	15A	Black Spot of pear	Eudicot	23211	Pear	Nijisseiki			leaves	1,3,8-trihydroxynaphthalene reductase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type; aberrant	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	9885194	Pubmed	M-1998-1102-01N	no comments
Record 3843	PHI:2845	Uniprot	P22287 	Genbank	AAA03344	no data found	avr9	no data found					no	5499	Cladosporium fulvum	no data found	Race 5	Tomato leaf mould	Eudicot	4081	Tomato	Money maker			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host		na	RP	1303800	Pubmed	10.1046/j.1365-313X.1992.t01-34-00999.x	no comments
Record 3844	PHI:2846	Uniprot	Q5RZ66	Genbank	AY796185	no data found	TRR1	no data found					no	5207	Cryptococcus neoformans	no data found	H99	no data found	no data found	no data found	no data found	no data found			no data found	Thioredoxin reductase	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Altered gene expression / gene regulation		na	RP	15701811	Pubmed	10.1128/EC.4.2.487–489.2005	no comments
Record 3845	PHI:2847	Uniprot	A7X4J2	Genbank	EF195774	T7	BcPG1	no data found					no	40559	Botrytis cinerea	no data found	no data found	Grey mould fungus	Eudicot	3885	Arabidopsis thaliana	Col-0			leaves	Polygalacturonase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene mutation: uncharacterised		na	RP	17849715	Pubmed	10.1094 / MPMI -20-9-1126	no comments
Record 3846	PHI:2848	Uniprot	A4VB48	Genbank	ABP88773 	GLO1	BcPG2	no data found					no	40559	Botrytis cinerea	no data found	no data found	Grey mould fungus	Eudicot	3885	Arabidopsis thaliana	Col-0			leaves	Polygalacturonase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene mutation: uncharacterised		na	RP	17849715	Pubmed	10.1094 / MPMI -20-9-1126	no comments
Record 3847	PHI:2849	Uniprot	Q99174	Genbank	AAB05922	PGB153	cutA	no data found					no	70790	Fusarium solani f. sp. cucurbitae	no data found	PGB153	Storage rots	Eudicot	3661	Winter squash	Crown			fruits	Cutinase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	9100380	Pubmed	M-1997-0212-01R	no comments
Record 3848	PHI:2849	Uniprot	Q99174	Genbank	AAB05922	PGB153	cutA	no data found					no	70790	Fusarium solani f. sp. cucurbitae	no data found	PGB153	Storage rots	Eudicot	3661	Winter squash	Delica			fruits	Cutinase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	9100380	Pubmed	M-1997-0212-01R	no comments
Record 3849	PHI:2849	Uniprot	Q99174	Genbank	AAB05922	PGB153	cutA	no data found					no	70790	Fusarium solani f. sp. cucurbitae	no data found	PGB153	Storage rots	Eudicot	3661	Winter squash	Triamble			fruits	Cutinase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	9100380	Pubmed	M-1997-0212-01R	no comments
Record 3850	PHI:2849	Uniprot	Q99174	Genbank	AAB05922	PGB153	cutA	no data found					no	70790	Fusarium solani f. sp. cucurbitae	no data found	PGB153	Storage rots	Eudicot	3662	Crookneck pumpkin	no data found			fruits	Cutinase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	9100380	Pubmed	M-1997-0212-01R	no comments
Record 3851	PHI:2850	Uniprot	C1KJH9	Genbank	ACO58459 	91T59	AVR-Pita1	no data found					no	318829	Magnaporthe oryzae	no data found	O-137	Rice Blast	Monocot	4530	rice	Katy			leaves	effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion		na	RP	20719251	Pubmed	10.1016/j.fgb.2010.08.003	no comments
Record 3852	PHI:2850	Uniprot	C1KJH9	Genbank	ACO58459 	91T59	AVR-Pita1	no data found					no	318829	Magnaporthe oryzae	no data found	O-137	Rice Blast	Monocot	4530	rice	Drew			leaves	effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion		na	RP	20719251	Pubmed	10.1016/j.fgb.2010.08.003	no comments
Record 3853	PHI:2851	Uniprot	Q58ID3	Genbank	AAX47479 	no data found	Mig2-6	Chromosome 21					PHI:2852; PHI:2853; PHI:2854; PHI:2855; PHI:2856	5270	Ustilago maydis	no data found	SG200	Smut disease	Monocot	381124	Maize	no data found			leaves	cis-Active Elements	no data found	no data found	no data found	Unaffected pathogenicity	no	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	15672821	Pubmed	10.1094/MPMI-18-0075	no comments
Record 3854	PHI:2852	Uniprot	Q9UV32	Genbank	AAF24760	no data found	Mig1	no data found					PHI:2851; PHI:2853; PHI:2854; PHI:2855; PHI:2856	5270	Ustilago maydis	no data found	SG200	Smut disease	Monocot	381124	Maize	no data found			leaves	cis-Active Elements	no data found	no data found	no data found	Unaffected pathogenicity	no	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	15672821	Pubmed	10.1094/MPMI-18-0075	no comments
Record 3855	PHI:2853	Uniprot	Q8X1D5	Genbank	AAL67330	no data found	Mig2-4	no data found					PHI:2851; PHI:2852; PHI:2854; PHI:2855; PHI:2856	5270	Ustilago maydis	no data found	SG200	Smut disease	Monocot	381124	Maize	no data found			leaves	cis-Active Elements	no data found	no data found	no data found	Unaffected pathogenicity	no	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	15672821	Pubmed	10.1094/MPMI-18-0075	no comments
Record 3856	PHI:2854	Uniprot	Q8X1D7	Genbank	AAL67328	no data found	mig2-1	no data found					PHI:2851; PHI:2852; PHI:2853; PHI:2855; PHI:2856	5270	Ustilago maydis	no data found	SG200	Smut disease	Monocot	381124	Maize	no data found			leaves	cis-Active Elements	no data found	no data found	no data found	Unaffected pathogenicity	no	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	15672821	Pubmed	10.1094/MPMI-18-0075	no comments
Record 3857	PHI:2855	Uniprot	Q8X1D4	Genbank	AAL67331	no data found	mig2-5	no data found					PHI:2851; PHI:2852; PHI:2853; PHI:2854; PHI:2856	5270	Ustilago maydis	no data found	SG200	Smut disease	Monocot	381124	Maize	no data found			leaves	cis-Active Elements	no data found	no data found	no data found	Unaffected pathogenicity	no	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	15672821	Pubmed	10.1094/MPMI-18-0075	no comments
Record 3858	PHI:2856	Uniprot	Q8X1D6	Genbank	AAL67329	no data found	mig2-2	no data found					PHI:2851; PHI:2852; PHI:2853; PHI:2854; PHI:2855	5270	Ustilago maydis	no data found	SG200	Smut disease	Monocot	381124	Maize	no data found			leaves	cis-Active Elements	no data found	no data found	no data found	Unaffected pathogenicity	no	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	15672821	Pubmed	10.1094/MPMI-18-0075	no comments
Record 3859	PHI:2857	Uniprot	I8LT72	Genbank	EIS88482 	PY-66	YopK	no data found					no	992166	Yersinia pestis	no data found	CO92	Pneumonic plague	Animal	10090	Mouse	BALB/c			lungs	Coordinate inflammatory response during pneumonic plague through regulation of apoptosis of immune cells	no data found	no data found	Intrinsic and extrinsic apoptosis pathways	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion; Gene complementation		na	RP	23633954	Pubmed	10.1371/journal.ppat.1003324	no comments
Record 3860	PHI:2858	Uniprot	A0MAR2	Genbank	ABC02879	no data found	FvVE1 	no data found					no	117187	Fusarium verticillioides	no data found	M-3125	Maize ear rot	Monocot	381124	Maize	Silver Queen			seedlings	Biosynthesis of mycotoxins and other secondary metabolites	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion; Gene complementation		na	RP	22247572	Pubmed	10.1111/j.1365-3059.2011.02504.x	no comments
Record 3861	PHI:2858	Uniprot	A0MAR2	Genbank	ABC02879	no data found	FvVE1 	no data found					no	117187	Fusarium verticillioides	no data found	M-3120	Maize ear rot	Monocot	381124	Maize	Silver Queen			seedlings	Biosynthesis of mycotoxins and other secondary metabolites	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion; Gene complementation		na	RP	22247572	Pubmed	10.1111/j.1365-3059.2011.02504.x	no comments
Record 3862	PHI:2859	Uniprot	Q5APP3	Genbank	EAL04514	SC5314	Rtg1	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3863	PHI:2860	Uniprot	Q59WI6	Genbank	EAK94821	SC5314	Rtg3	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3864	PHI:2861	Uniprot	Q59S18	Genbank	EAK93265	SC5314	Hms1	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3865	PHI:2862	Uniprot	Q5AC02	Genbank	EAL00215	SC5314	Lys14	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3866	PHI:2863	Uniprot	Q5A7T6	Genbank	EAK98701	SC5314	Lys144	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3867	PHI:2864	Uniprot	Q59SK6	Genbank	EAK93445	SC5314	Zcf21	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3868	PHI:2865	Uniprot	Q5AL36	Genbank	EAL03378	SC5314	Tye7	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3869	PHI:2866	Uniprot	Q59Y24	Genbank	EAK95405	SC5314	ORF19.3625	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			gastrointestinal tract; systemic	Transcription regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3870	PHI:2867	Uniprot	Q59YG3	Genbank	EAK95482	SC5314	orf19.1363	no data found					no	5476	Candida albicans	no data found	SN152	Disseminated candidiasis	no data found	no data found	no data found	no data found			no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23526879	Pubmed	10.1371/journal.pbio.1001510	no comments
Record 3871	PHI:2868	Uniprot	F0UYY1	Genbank	ADC97940	278/06	acpA	no data found					no	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3872	PHI:2869	Uniprot	Q5NIC0	Genbank	CAG44789	SCHU S4	acpB	no data found					no	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3873	PHI:2870	Uniprot	Q5NH51	Genbank	CAG45253	SCHU S4	acpC	no data found					no	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3874	PHI:2871	Uniprot	Q5NFZ7	Genbank	CAG45697	SCHU S4	hapA	no data found					no	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3875	PHI:2868	Uniprot	F0UYY1	Genbank	ADC97940	278/06	acpA	no data found					PHI:2869	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3876	PHI:2869	Uniprot	Q5NIC0	Genbank	CAG44789	SCHU S4	acpB	no data found					PHI:2868	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3877	PHI:2868	Uniprot	F0UYY1	Genbank	ADC97940	278/06	acpA	no data found					PHI:2870	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3878	PHI:2870	Uniprot	Q5NH51	Genbank	CAG45253	SCHU S4	acpC	no data found					PHI:2868	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3879	PHI:2869	Uniprot	Q5NIC0	Genbank	CAG44789	SCHU S4	acpB	no data found					PHI:2870	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3880	PHI:2870	Uniprot	Q5NH51	Genbank	CAG45253	SCHU S4	acpC	no data found					PHI:2869	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3881	PHI:2868	Uniprot	F0UYY1	Genbank	ADC97940	278/06	acpA	no data found					PHI:2871	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3882	PHI:2871	Uniprot	Q5NFZ7	Genbank	CAG45697	SCHU S4	hapA	no data found					PHI:2868	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3883	PHI:2869	Uniprot	Q5NIC0	Genbank	CAG44789	SCHU S4	acpB	no data found					PHI:2871	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3884	PHI:2871	Uniprot	Q5NFZ7	Genbank	CAG45697	SCHU S4	hapA	no data found					PHI:2869	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3885	PHI:2870	Uniprot	Q5NH51	Genbank	CAG45253	SCHU S4	acpC	no data found					PHI:2871	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3886	PHI:2871	Uniprot	Q5NFZ7	Genbank	CAG45697	SCHU S4	hapA	no data found					PHI:2870	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3887	PHI:2868	Uniprot	F0UYY1	Genbank	ADC97940	278/06	acpA	no data found					PHI:2869; PHI:2870	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
Record 3888	PHI:2869	Uniprot	Q5NIC0	Genbank	CAG44789	SCHU S4	acpB	no data found					PHI:2868; PHI:2870	263	Francisella tularensis 	177416	Schu S4	Tularemia	Animal	10090	Mouse	BALB/c			spleen; liver	Acid phosphatase activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23457625	Pubmed	10.1371/journal.pone.0056834	no comments
